"","items","count","total","rnd","customer","age","city","paymentType"
"7900","citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,cream cheese ,domestic eggs,brown bread,margarine,baking powder,waffles",11,636,10,"Samy",55,"Alexandria","Cash"
"7901","hamburger meat,other vegetables,whole milk,curd,yogurt,rolls/buns,pastry,semi-finished bread,margarine,bottled water,fruit/vegetable juice",11,756,10,"Samy",55,"Alexandria","Cash"
"7902","canned beer",1,1102,5,"Shimaa",55,"Port Said","Cash"
"7903","sausage,whole milk,yogurt,rolls/buns,brown bread,pot plants",6,1339,5,"Shimaa",55,"Port Said","Cash"
"7904","sausage,pork,other vegetables,dessert,yogurt,oil,soda",7,656,5,"Shimaa",55,"Port Said","Credit"
"7905","newspapers",1,143,5,"Shimaa",55,"Port Said","Credit"
"7906","onions,soda,chewing gum,chocolate,newspapers",5,565,5,"Shimaa",55,"Port Said","Credit"
"7907","bottled water,white wine",2,660,5,"Shimaa",55,"Port Said","Cash"
"7908","hair spray",1,597,5,"Shimaa",55,"Port Said","Credit"
"7909","sausage,citrus fruit,yogurt,coffee,soda,canned beer,dishes",7,427,5,"Shimaa",55,"Port Said","Cash"
"7910","berries,root vegetables,other vegetables,curd,butter milk,cream cheese ,roll products ,margarine,misc. beverages,specialty chocolate,detergent",11,2180,5,"Shimaa",55,"Port Said","Cash"
"7911","soda",1,539,10,"Samy",55,"Alexandria","Credit"
"7912","frankfurter,other vegetables,whole milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner",8,1248,10,"Samy",55,"Alexandria","Cash"
"7913","oil",1,1398,5,"Shimaa",55,"Port Said","Credit"
"7914","frankfurter,whole milk,butter milk",3,1520,5,"Shimaa",55,"Port Said","Cash"
"7915","root vegetables,domestic eggs,margarine,chocolate marshmallow,candy",5,1802,10,"Samy",55,"Alexandria","Credit"
"7916","frankfurter,sausage,root vegetables,yogurt,whipped/sour cream,pastry,napkins",7,2202,5,"Shimaa",55,"Port Said","Cash"
"7917","yogurt",1,2080,5,"Shimaa",55,"Port Said","Cash"
"7918","rolls/buns,newspapers",2,945,5,"Shimaa",55,"Port Said","Credit"
"7919","tropical fruit,butter milk,rolls/buns,bottled water",4,699,10,"Samy",55,"Alexandria","Credit"
"7920","coffee",1,905,10,"Samy",55,"Alexandria","Cash"
"7921","coffee",1,480,5,"Shimaa",55,"Port Said","Credit"
"7922","yogurt,rolls/buns,pastry,bottled water,soda,shopping bags",6,621,10,"Samy",55,"Alexandria","Credit"
"7923","soda",1,632,10,"Samy",55,"Alexandria","Cash"
"7924","dish cleaner,bathroom cleaner,hygiene articles,napkins",4,845,10,"Samy",55,"Alexandria","Cash"
"7925","ice cream",1,1337,10,"Samy",55,"Alexandria","Credit"
"7926","canned beer",1,276,5,"Shimaa",55,"Port Said","Cash"
"7927","sausage,ham,hamburger meat,whole milk,soda,softener,newspapers",7,1050,10,"Samy",55,"Alexandria","Credit"
"7928","root vegetables,pastry,bottled water,male cosmetics",4,1467,10,"Samy",55,"Alexandria","Cash"
"7929","berries,pet care,cake bar,shopping bags",4,2005,5,"Shimaa",55,"Port Said","Credit"
"7930","coffee,hygiene articles",2,244,10,"Samy",55,"Alexandria","Credit"
"7931","beef,root vegetables,other vegetables,rolls/buns,sugar",5,1589,10,"Samy",55,"Alexandria","Credit"
"7932","sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,roll products ",8,671,5,"Shimaa",55,"Port Said","Cash"
"7933","frankfurter,rolls/buns,pastry,snack products,specialty bar",5,1144,10,"Samy",55,"Alexandria","Cash"
"7934","whole milk,rolls/buns,newspapers",3,1742,10,"Samy",55,"Alexandria","Cash"
"7935","frankfurter,margarine,dental care",3,1316,5,"Shimaa",55,"Port Said","Credit"
"7936","bottled water,shopping bags",2,2336,5,"Shimaa",55,"Port Said","Cash"
"7937","other vegetables,whipped/sour cream,specialty cheese,domestic eggs",4,1597,10,"Samy",55,"Alexandria","Credit"
"7938","shopping bags",1,2225,10,"Samy",55,"Alexandria","Credit"
"7939","pastry,bottled water",2,1855,5,"Shimaa",55,"Port Said","Credit"
"7940","pet care,bottled beer",2,1580,5,"Shimaa",55,"Port Said","Credit"
"7941","tropical fruit,other vegetables,yogurt,bottled water,male cosmetics",5,1433,10,"Samy",55,"Alexandria","Credit"
"7942","citrus fruit,spread cheese,rolls/buns,soda",4,1834,5,"Shimaa",55,"Port Said","Cash"
"7943","tropical fruit,whole milk,beverages,white bread,pasta,shopping bags",6,1601,10,"Samy",55,"Alexandria","Credit"
"7944","onions,fruit/vegetable juice",2,1648,5,"Shimaa",55,"Port Said","Cash"
"7945","photo/film",1,2095,5,"Shimaa",55,"Port Said","Credit"
"7946","canned beer",1,624,5,"Shimaa",55,"Port Said","Credit"
"7947","pip fruit,whole milk,bottled water,candy",4,1992,10,"Samy",55,"Alexandria","Cash"
"7948","canned beer",1,1138,10,"Samy",55,"Alexandria","Cash"
"7949","grapes,root vegetables,frozen vegetables,domestic eggs,white wine",5,2500,10,"Samy",55,"Alexandria","Cash"
"7950","citrus fruit,frozen vegetables,rolls/buns,canned beer,salty snack",5,1800,5,"Shimaa",55,"Port Said","Cash"
"7951","frozen chicken",1,1690,10,"Samy",55,"Alexandria","Cash"
"7952","other vegetables",1,327,10,"Samy",55,"Alexandria","Cash"
"7953","rolls/buns,spices",2,1798,5,"Shimaa",55,"Port Said","Cash"
"7954","root vegetables,whole milk,detergent",3,1660,10,"Samy",55,"Alexandria","Credit"
"7955","yogurt,bottled water",2,2238,5,"Shimaa",55,"Port Said","Cash"
"7956","frankfurter,sausage,domestic eggs,soda,chewing gum,shopping bags",6,1348,10,"Samy",55,"Alexandria","Cash"
"7957","soda",1,2264,10,"Samy",55,"Alexandria","Cash"
"7958","ham,other vegetables,butter,whipped/sour cream,sugar,soda",6,259,10,"Samy",55,"Alexandria","Credit"
"7959","curd,butter milk,yogurt,beverages",4,1593,10,"Samy",55,"Alexandria","Credit"
"7960","pastry,coffee",2,423,5,"Shimaa",55,"Port Said","Cash"
"7961","house keeping products",1,449,10,"Samy",55,"Alexandria","Credit"
"7962","rolls/buns,soda,fruit/vegetable juice,canned beer,white wine,long life bakery product,shopping bags",7,945,5,"Shimaa",55,"Port Said","Cash"
"7963","yogurt,hygiene articles,newspapers,shopping bags",4,2348,10,"Samy",55,"Alexandria","Credit"
"7964","rolls/buns,soda,snack products,shopping bags",4,596,10,"Samy",55,"Alexandria","Cash"
"7965","whole milk,pastry,bottled water,hygiene articles",4,1267,10,"Samy",55,"Alexandria","Credit"
"7966","chicken,onions,other vegetables,whole milk,brown bread,white wine,red/blush wine",7,1263,10,"Samy",55,"Alexandria","Cash"
"7967","rolls/buns,newspapers",2,1933,10,"Samy",55,"Alexandria","Cash"
"7968","rolls/buns",1,1905,10,"Samy",55,"Alexandria","Credit"
"7969","domestic eggs,rolls/buns,pastry,coffee,candles",5,1700,5,"Shimaa",55,"Port Said","Cash"
"7970","frankfurter,rolls/buns,soda,abrasive cleaner,newspapers,flower (seeds)",6,2172,5,"Shimaa",55,"Port Said","Cash"
"7971","beverages,rolls/buns",2,1975,5,"Shimaa",55,"Port Said","Cash"
"7972","curd,bottled beer,pot plants",3,1259,10,"Samy",55,"Alexandria","Credit"
"7973","other vegetables,cream cheese ,tea,chocolate,chocolate marshmallow",5,236,10,"Samy",55,"Alexandria","Credit"
"7974","canned beer,liquor (appetizer),chewing gum",3,814,5,"Shimaa",55,"Port Said","Credit"
"7975","canned beer",1,1547,5,"Shimaa",55,"Port Said","Cash"
"7976","rolls/buns,red/blush wine,newspapers",3,1695,10,"Samy",55,"Alexandria","Credit"
"7977","frankfurter,hamburger meat,whole milk,domestic eggs,rolls/buns,brown bread,margarine,bottled water,flower (seeds)",9,728,10,"Samy",55,"Alexandria","Cash"
"7978","sausage,pork,beef,berries,root vegetables,whole milk,butter,rolls/buns,cat food,bottled water,newspapers",11,893,5,"Shimaa",55,"Port Said","Credit"
"7979","citrus fruit,tropical fruit,pip fruit",3,159,5,"Shimaa",55,"Port Said","Cash"
"7980","other vegetables,whole milk,curd,frozen vegetables,domestic eggs,sugar,instant coffee,newspapers",8,1510,10,"Samy",55,"Alexandria","Cash"
"7981","tropical fruit,berries,root vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,hard cheese,specialty chocolate,napkins",11,1709,5,"Shimaa",55,"Port Said","Credit"
"7982","coffee",1,1554,10,"Samy",55,"Alexandria","Credit"
"7983","whole milk,UHT-milk,domestic eggs,soda,fruit/vegetable juice,dishes,newspapers",7,2103,10,"Samy",55,"Alexandria","Credit"
"7984","ice cream,rolls/buns",2,213,5,"Shimaa",55,"Port Said","Credit"
"7985","sugar,hygiene articles",2,1880,5,"Shimaa",55,"Port Said","Credit"
"7986","pork,beef",2,1869,10,"Samy",55,"Alexandria","Credit"
"7987","beef,Instant food products,canned beer",3,1675,10,"Samy",55,"Alexandria","Credit"
"7988","white bread",1,1754,5,"Shimaa",55,"Port Said","Credit"
"7989","grapes,whole milk,processed cheese,rolls/buns,white bread,fruit/vegetable juice",6,518,10,"Samy",55,"Alexandria","Cash"
"7990","rolls/buns,soda",2,255,5,"Shimaa",55,"Port Said","Cash"
"7991","root vegetables,whole milk,butter,yogurt,cream cheese ,frozen fish,shopping bags",7,864,10,"Samy",55,"Alexandria","Credit"
"7992","whole milk,cream cheese ",2,830,10,"Samy",55,"Alexandria","Credit"
"7993","frankfurter,popcorn",2,2431,10,"Samy",55,"Alexandria","Cash"
"7994","frankfurter,pork,white bread,canned vegetables,soda",5,893,5,"Shimaa",55,"Port Said","Cash"
"7995","sparkling wine,dish cleaner",2,1570,5,"Shimaa",55,"Port Said","Credit"
"7996","whole milk,pastry,detergent,candles",4,1775,5,"Shimaa",55,"Port Said","Cash"
"7997","tropical fruit,grapes,berries,other vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,ice cream,pastry,salt,baking powder,bottled water,misc. beverages,fruit/vegetable juice,canned beer,specialty chocolate,pot plants",19,1496,10,"Samy",55,"Alexandria","Cash"
"7998","onions,whole milk,dessert,domestic eggs,rolls/buns,white bread,coffee,bottled water",8,1605,10,"Samy",55,"Alexandria","Credit"
"7999","citrus fruit,root vegetables,packaged fruit/vegetables,yogurt,sliced cheese,rolls/buns,white bread,brown bread,zwieback",9,1541,10,"Samy",55,"Alexandria","Credit"
"8000","yogurt,brown bread,bottled beer,white wine",4,169,10,"Samy",55,"Alexandria","Credit"
"8001","sausage,citrus fruit,berries,other vegetables,whole milk,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,domestic eggs,pastry,margarine,soups,canned fish,chocolate,candy,napkins",17,591,5,"Shimaa",55,"Port Said","Cash"
"8002","cream cheese ,margarine,tea",3,494,5,"Shimaa",55,"Port Said","Credit"
"8003","citrus fruit,onions",2,2476,10,"Samy",55,"Alexandria","Credit"
"8004","berries,dessert,whipped/sour cream,white bread,coffee,shopping bags",6,632,10,"Samy",55,"Alexandria","Cash"
"8005","citrus fruit,berries,butter milk,yogurt",4,626,5,"Shimaa",55,"Port Said","Credit"
"8006","turkey,tropical fruit,pip fruit,root vegetables,other vegetables,curd,butter milk,yogurt,curd cheese,rice,vinegar,margarine",12,1214,10,"Samy",55,"Alexandria","Cash"
"8007","bottled water",1,2160,10,"Samy",55,"Alexandria","Cash"
"8008","sausage,root vegetables,domestic eggs,dish cleaner",4,924,5,"Shimaa",55,"Port Said","Credit"
"8009","brown bread",1,1481,10,"Samy",55,"Alexandria","Cash"
"8010","yogurt,whipped/sour cream,flour,margarine,sugar,baking powder,cat food,soda,fruit/vegetable juice,chocolate,hygiene articles,napkins,newspapers",13,974,5,"Shimaa",55,"Port Said","Credit"
"8011","dessert,bottled water,soda",3,247,10,"Samy",55,"Alexandria","Credit"
"8012","shopping bags",1,1958,10,"Samy",55,"Alexandria","Credit"
"8013","whole milk,frozen vegetables",2,1449,10,"Samy",55,"Alexandria","Cash"
"8014","beef",1,1930,10,"Samy",55,"Alexandria","Credit"
"8015","bottled water,soda,chewing gum",3,750,10,"Samy",55,"Alexandria","Credit"
"8016","chicken,other vegetables,white wine,specialty chocolate",4,259,10,"Samy",55,"Alexandria","Credit"
"8017","sausage,finished products,tropical fruit,pip fruit,other vegetables,butter,curd,dessert,butter milk,yogurt,whipped/sour cream,soft cheese,frozen vegetables,rolls/buns,white bread,brown bread,pastry,pasta,soups,baby food,fruit/vegetable juice,salty snack,waffles,cake bar,chocolate,shopping bags",26,1818,5,"Shimaa",55,"Port Said","Credit"
"8018","frankfurter,herbs,yogurt,UHT-milk,mayonnaise,frozen vegetables,margarine,bottled water,soda,salty snack,seasonal products,detergent,pot plants",13,1880,10,"Samy",55,"Alexandria","Cash"
"8019","meat,other vegetables,whole milk,yogurt,soft cheese,sliced cheese,domestic eggs,margarine,cat food,pet care,coffee,bottled beer,red/blush wine,dish cleaner,napkins,kitchen towels",16,1490,10,"Samy",55,"Alexandria","Credit"
"8020","whole milk,soda,misc. beverages,shopping bags",4,865,10,"Samy",55,"Alexandria","Credit"
"8021","cat food,dish cleaner,shopping bags",3,2257,10,"Samy",55,"Alexandria","Credit"
"8022","ham,grapes,spread cheese,ice cream,frozen potato products,white bread,oil,pudding powder",8,2440,5,"Shimaa",55,"Port Said","Credit"
"8023","grapes,specialty cheese,pasta,coffee,bottled water,soda,canned beer,brandy,white wine",9,1184,10,"Samy",55,"Alexandria","Cash"
"8024","pot plants",1,2314,10,"Samy",55,"Alexandria","Credit"
"8025","beef,root vegetables,other vegetables,butter,yogurt,rolls/buns,flour",7,2078,10,"Samy",55,"Alexandria","Credit"
"8026","rolls/buns,coffee",2,1535,5,"Shimaa",55,"Port Said","Cash"
"8027","citrus fruit,tropical fruit,grapes,whole milk,brown bread,pastry",6,2008,10,"Samy",55,"Alexandria","Cash"
"8028","coffee",1,741,10,"Samy",55,"Alexandria","Credit"
"8029","pork,whole milk,margarine,soda,canned beer,newspapers",6,921,5,"Shimaa",55,"Port Said","Credit"
"8030","frozen potato products,pot plants",2,1743,10,"Samy",55,"Alexandria","Credit"
"8031","bottled beer",1,1813,5,"Shimaa",55,"Port Said","Credit"
"8032","canned beer",1,1515,10,"Samy",55,"Alexandria","Credit"
"8033","liver loaf,root vegetables,pet care,waffles,chocolate",5,1508,5,"Shimaa",55,"Port Said","Credit"
"8034","frankfurter,liver loaf,turkey,UHT-milk,pasta,waffles,chocolate,dental care,dishes",9,1794,10,"Samy",55,"Alexandria","Credit"
"8035","root vegetables,rolls/buns,margarine,soda,bottled beer",5,1522,5,"Shimaa",55,"Port Said","Cash"
"8036","rolls/buns,waffles",2,816,10,"Samy",55,"Alexandria","Cash"
"8037","grapes,root vegetables",2,1363,5,"Shimaa",55,"Port Said","Cash"
"8038","frankfurter,root vegetables,other vegetables,whole milk,whipped/sour cream,sliced cheese,frozen meals,frozen dessert,flour,sugar,coffee,cleaner,shopping bags",13,1292,5,"Shimaa",55,"Port Said","Cash"
"8039","canned beer",1,589,10,"Samy",55,"Alexandria","Credit"
"8040","other vegetables",1,780,10,"Samy",55,"Alexandria","Credit"
"8041","chicken,root vegetables,roll products ,vinegar,shopping bags",5,1231,5,"Shimaa",55,"Port Said","Credit"
"8042","ice cream,salty snack,waffles",3,1967,5,"Shimaa",55,"Port Said","Credit"
"8043","root vegetables,fruit/vegetable juice,long life bakery product,pot plants",4,1007,10,"Samy",55,"Alexandria","Credit"
"8044","other vegetables,chocolate",2,1599,10,"Samy",55,"Alexandria","Cash"
"8045","bottled water",1,292,10,"Samy",55,"Alexandria","Credit"
"8046","dog food,soda,fruit/vegetable juice,bottled beer",4,1604,10,"Samy",55,"Alexandria","Credit"
"8047","root vegetables,whole milk,brown bread,brandy,detergent,dish cleaner,female sanitary products,napkins,shopping bags",9,2012,10,"Samy",55,"Alexandria","Cash"
"8048","cream cheese ,dishes",2,322,5,"Shimaa",55,"Port Said","Cash"
"8049","meat,hamburger meat,spices,coffee",4,1268,10,"Samy",55,"Alexandria","Credit"
"8050","pork,UHT-milk,rolls/buns,margarine",4,1267,10,"Samy",55,"Alexandria","Credit"
"8051","photo/film",1,2025,5,"Shimaa",55,"Port Said","Credit"
"8052","UHT-milk",1,523,5,"Shimaa",55,"Port Said","Cash"
"8053","salty snack",1,320,5,"Shimaa",55,"Port Said","Cash"
"8054","canned beer",1,599,5,"Shimaa",55,"Port Said","Credit"
"8055","fish,dessert,yogurt,cling film/bags",4,1787,5,"Shimaa",55,"Port Said","Cash"
"8056","meat,other vegetables,rolls/buns,fruit/vegetable juice,cling film/bags",5,2330,10,"Samy",55,"Alexandria","Cash"
"8057","other vegetables,rolls/buns",2,2424,5,"Shimaa",55,"Port Said","Credit"
"8058","onions,yogurt,oil",3,1730,10,"Samy",55,"Alexandria","Credit"
"8059","other vegetables,butter,pastry,napkins,dishes",5,399,5,"Shimaa",55,"Port Said","Cash"
"8060","condensed milk,coffee,napkins",3,1120,5,"Shimaa",55,"Port Said","Credit"
"8061","pip fruit,yogurt,sliced cheese",3,355,10,"Samy",55,"Alexandria","Cash"
"8062","root vegetables,other vegetables,whole milk,rolls/buns,bottled water,dishes,newspapers",7,1787,5,"Shimaa",55,"Port Said","Credit"
"8063","napkins",1,414,10,"Samy",55,"Alexandria","Cash"
"8064","sausage,root vegetables,other vegetables,whole milk,dessert,canned fruit,soda,snack products,waffles,shopping bags",10,635,5,"Shimaa",55,"Port Said","Credit"
"8065","beverages",1,2392,5,"Shimaa",55,"Port Said","Cash"
"8066","yogurt",1,1513,10,"Samy",55,"Alexandria","Cash"
"8067","pork,other vegetables,specialty fat",3,2432,5,"Shimaa",55,"Port Said","Cash"
"8068","frankfurter,frozen meals,semi-finished bread,shopping bags",4,1953,10,"Samy",55,"Alexandria","Cash"
"8069","frozen vegetables,coffee",2,851,10,"Samy",55,"Alexandria","Cash"
"8070","pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,rolls/buns,flour,pasta,oil,waffles,seasonal products,female sanitary products",13,1344,10,"Samy",55,"Alexandria","Cash"
"8071","chicken,other vegetables,whole milk,curd,ice cream,rolls/buns,sugar,soda,napkins,pot plants",10,1951,5,"Shimaa",55,"Port Said","Credit"
"8072","tropical fruit,berries,yogurt,soda,red/blush wine",5,176,5,"Shimaa",55,"Port Said","Cash"
"8073","pastry,long life bakery product",2,2453,10,"Samy",55,"Alexandria","Credit"
"8074","yogurt,UHT-milk,domestic eggs,rolls/buns",4,2102,5,"Shimaa",55,"Port Said","Cash"
"8075","specialty chocolate",1,2296,10,"Samy",55,"Alexandria","Cash"
"8076","whole milk,rolls/buns",2,1761,10,"Samy",55,"Alexandria","Cash"
"8077","yogurt,rolls/buns",2,2327,10,"Samy",55,"Alexandria","Credit"
"8078","sausage,other vegetables,newspapers,shopping bags",4,1799,5,"Shimaa",55,"Port Said","Credit"
"8079","whole milk,rolls/buns",2,1612,10,"Samy",55,"Alexandria","Credit"
"8080","turkey,other vegetables,whole milk,oil,instant coffee,specialty bar",6,326,5,"Shimaa",55,"Port Said","Credit"
"8081","whipped/sour cream",1,1195,10,"Samy",55,"Alexandria","Credit"
"8082","sausage,rolls/buns,soda,specialty bar",4,1320,5,"Shimaa",55,"Port Said","Credit"
"8083","citrus fruit,tropical fruit,grapes,dessert,cream cheese ,rolls/buns,bottled water,fruit/vegetable juice",8,1652,10,"Samy",55,"Alexandria","Cash"
"8084","nuts/prunes,rolls/buns,soda",3,137,10,"Samy",55,"Alexandria","Credit"
"8085","beef,root vegetables,margarine,bottled water,soda",5,995,5,"Shimaa",55,"Port Said","Cash"
"8086","meat,citrus fruit,other vegetables,canned beer",4,1688,10,"Samy",55,"Alexandria","Cash"
"8087","sausage,other vegetables,rolls/buns,soda",4,1212,5,"Shimaa",55,"Port Said","Cash"
"8088","sausage,root vegetables,whole milk,butter,misc. beverages",5,1617,10,"Samy",55,"Alexandria","Cash"
"8089","meat,pork,onions,salad dressing,domestic eggs,white bread,flour,salt,bottled beer",9,2372,5,"Shimaa",55,"Port Said","Cash"
